State,Policy_Date_Begin,Policy_Date_End,FamCapExist,FamCapExist_Notes,FamCapDate,FamCapDate_Notes,FamCapMonthChildExclu,FamCapMonthChildExclu_Notes,FamCapPrevExcluChild,FamCapPrevExcluChild_Notes,FamCapInclAfterXMonthsNonReceipt,FamCapInclAfterXMonthsNonReceipt_Notes,FamCapInclIfBornOrConceivedNonReceipt,FamCapInclIfBornOrConceivedNonReceipt_Notes,FamCapBenRedPerCappedChild,FamCapBenRedPerCappedChild_Notes,FamCapCappedChildInclElig,FamCapCappedChildInclElig_Notes,FamCapChildSupptIncExclu,FamCapChildSupptIncExclu_Notes,FamCapChildExemptIfNonconsensual,FamCapChildExemptIfNonconsensual_Notes,FamCapChildResidencyinUnitExempt,FamCapChildResidencyinUnitExempt_Notes,FamCapFirstChildtoMinorParExempt,FamCapFirstChildtoMinorParExempt_Notes,FamCapOtherExemptions,FamCapOtherExemptions_Notes,FamCapDatabookRecord,FamCapDatabookRecord_Notes,Notes
Maryland,1999/01/01,2002/09/30,Yes,"The money that would have gone to the family for the additional child will instead go to a third party (church, charity org., relative, etc.) to purchase necessary care requirements for the affected child.",04/01/1996,,10,,"Always capped","The benefit for the ""capped"" child is always paid to a third party.",n.a.,,n.a.,,100,,No,"Capped child included in Food Stamp unit and is still eligible for Medicaid, food stamps and child care assistance",Yes,,Yes,,Yes,"If the child is placed by social services or lives with a legal guardian",Yes,,"The first child born to a recipient is exempted.",,"Yes, all",,
Maryland,2002/10/01,2004/09/30,Yes,"The money that would have gone to the family for the additional child will instead go to a third party (church, charity org., relative, etc.) to purchase necessary care requirements for the affected child.",04/01/1996,,10,,"Always capped","The benefit for the ""capped"" child is always paid to a third party.",n.a.,,n.a.,,100,,No,"Capped child included in Food Stamp unit and is still eligible for Medicaid, food stamps and child care assistance",Yes,,Yes,,Yes,"If the child is placed by social services or lives with a legal guardian",Yes,,"The first child born to a recipient is exempted.",,"Yes, all",,"As an interim strategy to discontinue the family cap policy, local departments requested 2 year waivers of this policy from the State Secretary. After completing the hearing and waiver approval process, the local offices may discontinue the family cap policy, and treat formerly capped children as any other household member."
Maryland,2004/10/01,2008/09/30,Yes,"The money that would have gone to the family for the additional child will instead go to a third party (church, charity org., relative, etc.) to purchase necessary care requirements for the affected child.",04/01/1996,,10,,"Always capped","The benefit for the ""capped"" child is always paid to a third party.",n.a.,,n.a.,,100,,No,"Capped child included in Food Stamp unit and is still eligible for Medicaid, food stamps and child care assistance",Yes,,Yes,,Yes,"If the child is placed by social services or lives with a legal guardian",Yes,,"The first child born to a recipient is exempted.",,"Yes, all",,"The interim strategy to discontinue the family cap policy was extended for an additional 2 years, allowing local departments to request a second round of waivers of this policy from the State Secretary. After completing the hearing and waiver approval process, the local offices may discontinue the family cap policy, and treat formerly capped children as any other household member."
Maryland,2008/10/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Maryland,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Massachusetts,1996/01/01,1996/12/31,Yes,,10/01/1995,,20,,20,"In order for the family cap to be lifted for the child, the unit must have remained ineligible for TANF for at least 12 consecutive months from the date the unit’s case closed and not have otherwise received TANF for more than 10 consecutive months immediately preceding the child’s birth.",12,"If the unit does not receive benefits for more than 1 year, the additional child will be included in the unit (if the unit previously received benefits for more than 10 months)","Not in manual",,100,,No,,Yes,"Any income greater than $90/mo. is available and the child's assets are counted.",Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,
Massachusetts,1997/01/01,1998/12/31,Yes,,10/01/1995,,20,,20,"In order for the family cap to be lifted for the child, the unit must have remained ineligible for TANF for at least 12 consecutive months from the date the unit’s case closed and not have otherwise received TANF for more than 10 consecutive months immediately preceding the child’s birth.",12,"If the unit does not receive benefits for more than 1 year, the additional child will be included in the unit (if the unit previously received benefits for more than 10 months)","Not in manual",,100,,No,,Yes,"Any income greater than $90/mo. is available and the child's assets are counted.",Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,
Massachusetts,1999/01/01,2008/10/31,Yes,,10/01/1995,,20,,20,"In order for the family cap to be lifted for the child, the unit must have remained ineligible for TANF for at least 12 consecutive months from the date the unit’s case closed and not have otherwise received TANF for more than 10 consecutive months immediately preceding the child’s birth.",12,"If the unit does not receive benefits for more than 1 year, the additional child will be included in the unit (if the unit previously received benefits for more than 10 months)","Not in manual",,100,,No,,Yes,"Any income greater than $90/mo. is available and the child's assets are counted.",Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,
Massachusetts,2008/11/01,2013/12/31,Yes,,10/01/1995,,20,,20,"In order for the family cap to be lifted for the child, the unit must have remained ineligible for TANF for at least 12 consecutive months from the date the unit’s case closed and not have otherwise received TANF for more than 10 consecutive months immediately preceding the child’s birth.",12,"If the unit does not receive benefits for more than 1 year, the additional child will be included in the unit (if the unit previously received benefits for more than 10 months)","Not in manual",,100,,No,,Yes,"Any income greater than $90/mo. is available and the child's assets are counted.",Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,"The family cap does not apply when a client (who is not subject to a cap already) makes an application for a child who is not his or her natural or adoptive child."
Massachusetts,2014/01/01,2019/05/01,Yes,,10/01/1995,,20,,20,"In order for the family cap to be lifted for the child, the unit must have remained ineligible for TANF for at least 12 consecutive months from the date the unit’s case closed and not have otherwise received TANF for more than 10 consecutive months immediately preceding the child’s birth.",12,"If the unit does not receive benefits for more than 1 year, the additional child will be included in the unit (if the unit previously received benefits for more than 10 months)","Not in manual",,100,,No,,Yes,"Any income greater than $90/mo. is available and the child's assets are counted.",Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,"The family cap does not apply when a client (who is not subject to a cap already) makes an application for a child who is not his or her natural or adoptive child."
Massachusetts,2019/05/02,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,,,"Yes, all",,"The Family Cap repeal was implemented in May 2019 but effective retroactively to January 1, 2019."
Michigan,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Michigan,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Michigan,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Minnesota,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Minnesota,1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Minnesota,1998/01/01,2003/06/30,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Minnesota,2003/07/01,2007/12/31,Yes,"The family cap only applies to the cash assistance portion of MFIP that the additional child would get. The child will still be eligible for the food portion of MFIP.",07/01/2003,,10,,10,,n.a.,,n.a.,"If a child was both born and conceived while off assistance, and no assistance was received between conception and the birth of the child, the child will not be capped.",100,"This percentage only applies to the cash assistance portion of MFIP. The benefit for the food portion of MFIP will increase by the full amount for each capped child.",Yes,,Yes,"All child support income received or distributed on behalf of the child is excluded.",Yes,,n.a.,,Yes,,n.a.,,"Yes, all",,
Minnesota,2008/01/01,2013/12/31,Yes,"The family cap only applies to the cash assistance portion of MFIP that the additional child would get. The child will still be eligible for the food portion of MFIP.",07/01/2003,,10,,10,,n.a.,,n.a.,"If a child was both born and conceived while off assistance, and no assistance was received between conception and the birth of the child, the child will not be capped.",100,"This percentage only applies to the cash assistance portion of MFIP. The benefit for the food portion of MFIP will increase by the full amount for each capped child.",Yes,,Yes,"All child support income received or distributed on behalf of the child is excluded.",Yes,"The mother must verify that the incident was reported to a law enforcement agency.",Yes,"A child living elsewhere who returns to the parent's home is exempt from the family cap.",Yes,,"An adopted child or a child living elsewhere who returns to the parents' house, a relative's child that an MFIP caregiver can apply for, and children born within certain time frames.",,"Yes, all",,
Minnesota,2014/01/01,2014/12/31,Yes,"The family cap only applies to the cash assistance portion of MFIP that the additional child would get. The child will still be eligible for the food portion of MFIP.",07/01/2003,,10,,10,,n.a.,,n.a.,"If a child was both born and conceived while off assistance, and no assistance was received between conception and the birth of the child, the child will not be capped.",100,"This percentage only applies to the cash assistance portion of MFIP. The benefit for the food portion of MFIP will increase by the full amount for each capped child.",Yes,,Yes,"All child support income received or distributed on behalf of the child is excluded.",Yes,"The mother must verify that the incident was reported to a law enforcement agency.",Yes,"A child living elsewhere who returns to the parent's home is exempt from the family cap.",Yes,,"An adopted child or a child living elsewhere who returns to the parents' house, a relative's child that an MFIP caregiver can apply for, and children born within certain time frames.",,"Yes, all",,
Minnesota,2015/01/01,Ongoing,No,,01/01/2015,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Mississippi,1996/01/01,1996/12/31,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,,Yes,,Yes,,"Not in manual",,n.a.,,"Yes, all",,
Mississippi,1997/01/01,1998/12/31,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,,Yes,,Yes,,No,,n.a.,,"Yes, all",,
Mississippi,1999/01/01,2006/04/30,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,,Yes,,Yes,,No,,n.a.,,"Yes, all",,
Mississippi,2006/05/01,2013/12/31,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,"Any income received by a family cap child, including child support.",Yes,,Yes,,No,,n.a.,,"Yes, all",,
Mississippi,2014/01/01,2015/12/31,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,"Any income received by a family cap child, including child support.",Yes,,Yes,,No,,n.a.,,"Yes, all",,
Mississippi,2016/01/01,2016/12/31,Yes,,11/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,,Yes,,Yes,,No,,n.a.,,"Yes, all",,
Mississippi,2017/01/01,Ongoing,Yes,,1/01/1995,"For applicants only, recipients implemented in Jan 96",10,,"Always capped",,12,,born,,100,,Yes,,Yes,,Yes,,Yes,,No,,n.a.,,"Yes, all",,
Missouri,1996/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Missouri,1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Missouri,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Montana,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Montana,1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Montana,1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Montana,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nebraska,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nebraska,1996/01/01,1996/12/31,Yes,,11/01/1995,,10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,Yes,"The capped child may receive benefits after living in the household of another relative for 6 months.",Yes,,n.a.,,No,,
Nebraska,1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nebraska,1997/01/01,1997/12/31,Yes,,11/01/1995,,10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,Yes,"The capped child may receive benefits after living in the household of another relative for 6 months.",Yes,,"Children born after the tenth month of program participation when the child's mother has been determined to be disabled by the Social Security Administration are exempt from the family cap policy. In the case of a two-parent household, both parents must meet the disability requirement for the exception to apply. (Per 12/03 law suit; applies retroactively to when policy began, 1997. Families wrongly capped were issued retroactive payments)",,No,,
Nebraska,1998/01/01,1998/12/31,Yes,,11/01/1995,"Began in 11/1/95 in 5 counties, and began statewide retroactively on 10/1/97.",10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,Yes,"The capped child may receive benefits after living in the household of another relative for 6 months.",Yes,,n.a.,,"Yes, all",,
Nebraska,1999/01/01,2000/06/30,Yes,,11/01/1995,"Began in 11/1/95 in 5 counties, and began statewide retroactively on 10/1/97.",10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,Yes,"The capped child may receive benefits after living in the household of another relative for 6 months.",Yes,,"Children born after the tenth month of program participation when the child's mother has been determined to be disabled by the Social Security Administration are exempt from the family cap policy. In the case of a two-parent household, both parents must meet the disability requirement for the exception to apply. (Per 12/03 law suit; applies retroactively to when policy began, 1997. Families wrongly capped were issued retroactive payments.)",,"Yes, all",,
Nebraska,2000/07/01,2001/02/28,Yes,,11/01/1995,"Began in 11/1/95 in 5 counties, and began statewide retroactively on 10/1/97.",10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,No,,Yes,,"Children born after the tenth month of program participation when the child's mother has been determined to be disabled by the Social Security Administration are exempt from the family cap policy. In the case of a two-parent household, both parents must meet the disability requirement for the exception to apply. (Per 12/03 law suit; applies retroactively to when policy began, 1997. Families wrongly capped were issued retroactive payments.)",,"Yes, all",,
Nebraska,2001/03/01,2005/04/30,Yes,,11/01/1995,"Began in 11/1/95 in 5 counties, and began statewide retroactively on 10/1/97.",10,,6,,6,,either,,100,,Yes,,Yes,,Yes,,No,,Yes,,"Victims of domestic violence (in cases of incest or sexual assault) may be exempted from the family cap for up to 6 months. The exemption must be reassessed at least every six months. Children born after the tenth month of program participation when the child's mother has been determined to be disabled by the Social Security Administration are exempt from the family cap policy. In the case of a two-parent household, both parents must meet the disability requirement for the exception to apply. (Per 12/03 law suit; applies retroactively to when policy began, 1997. Families wrongly capped were issued retroactive payments.)",,"Yes, all",,
Nebraska,2005/05/01,2007/09/30,Yes,,11/01/1995,"Began in 11/1/95 in 5 counties, and began statewide retroactively on 10/1/97.",10,"Ten-month period begins when the Self-Sufficiency Contract is signed.",6,,6,,either,,100,,Yes,,Yes,,Yes,,No,,Yes,,"Victims of domestic violence (in cases of incest or sexual assault) may be exempted from the family cap for up to 6 months. The exemption must be reassessed at least every six months. Children of mothers who have been incapacitated for at least 12 months are exempt. Children born after the tenth month of program participation when the child's mother has been determined to be disabled by the Social Security Administration are exempt from the family cap policy. In the case of a two-parent household, both parents must meet the disability requirement for the exception to apply. (Per 12/03 law suit; applies retroactively to when policy began, 1997. Families wrongly capped were issued retroactive payments.)",,"Yes, all",,
Nebraska,2007/10/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nebraska,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nevada,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nevada,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Nevada,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Hampshire",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Hampshire",1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Hampshire",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Jersey",1996/01/01,1996/12/31,Yes,,10/01/1992,,10,,"Not in manual",,"Not in manual",,"Not in manual",,100,,Yes,,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,n.a.,,"Yes, all",,"Capped child is still eligible for Food Stamps and Medicaid"
"New Jersey",1997/01/01,1997/06/30,Yes,,10/01/1992,,10,,"Not in manual",,"Not in manual",,"Not in manual",,100,,Yes,,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,n.a.,,"Yes, all",,"Capped child is still eligible for Food Stamps and Medicaid."
"New Jersey",1997/01/01,1997/06/30,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,No,,
"New Jersey",1997/07/01,1998/10/31,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,"Not in manual",,Yes,,n.a.,,"Yes, all",,"Capped child is still eligible for Food Stamps and Medicaid."
"New Jersey",1997/07/01,1998/10/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,No,,
"New Jersey",1998/11/01,1998/12/31,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,"Not in manual",,Yes,,n.a.,,"Yes, all",,"Capped child is still eligible for Food Stamps and Medicaid."
"New Jersey",1999/01/01,2001/12/31,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,"Not in manual",,Yes,,n.a.,,"Yes, all",,
"New Jersey",2002/01/01,2007/12/31,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,Yes,"When a child previously subject to the family cap provision is removed from the home due to parental incapacity and is placed in the home of a kinship caregiver or other relative who is eligible to apply on behalf of the child, the family cap provision shall not apply.",Yes,,n.a.,,"Yes, all",,
"New Jersey",2008/01/01,2013/12/31,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,Yes,"When a child previously subject to the family cap provision is removed from the home due to parental incapacity and is placed in the home of a kinship caregiver or other relative who is eligible to apply on behalf of the child, the family cap provision shall not apply.",Yes,,n.a.,,"Yes, all",,"Households subject to the family cap are categorically eligible for food stamp benefits."
"New Jersey",2014/01/01,2018/06/30,Yes,"Units in which at least one adult member of the unit is working (any number of hours) are not subject to the family cap.",10/01/1992,,10,"When an adult reapplies for benefits, and no adult member of the unit has received benefits for 12 months immediately preceding reapplication, the family is eligible for a new 10-month grace period from the date of reapplication.",12,"May be less than 12 months if, after case closure due to increased hours or earnings, the recipient is employed for 90 days and loses the job by no fault of his/her own. Units that resume benefits after 90 days but prior to 12 months do not receive a new 10-month grace period for any subsequent pregnancies.",12,"Can be less than 12 months if the family goes off of cash assistance for 90 days or more due to increased earnings or hours of employment and loses employment prior to 12 months by no fault of his/her own.",either,"In units granted an exemption to the 12-month rule due to the employment specifications in M3, only children born during non-receipt become eligible for benefits.",100,,Yes,,No,,Yes,,Yes,"When a child previously subject to the family cap provision is removed from the home due to parental incapacity and is placed in the home of a kinship caregiver or other relative who is eligible to apply on behalf of the child, the family cap provision shall not apply.",Yes,,n.a.,,"Yes, all",,"Households subject to the family cap are categorically eligible for food stamp benefits."
"New Jersey",2018/07/01,Ongoing,No,,07/01/2018,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Mexico",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Mexico",1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Mexico",1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New Mexico",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New York",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New York",1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"New York",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"North Carolina",1996/01/01,1996/06/30,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"North Carolina",1996/07/01,1996/12/31,Yes,,07/01/1996,,10,"Does not apply to adoptees.","Not in manual",,"Not in manual",,"Not in manual",,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,n.a.,,"Yes, all",,
"North Carolina",1997/01/01,1997/05/31,Yes,,07/01/1996,,10,"Does not apply to adoptees.","Not in manual",,"Not in manual",,"Not in manual",,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,n.a.,,"Yes, all",,
"North Carolina",1997/06/01,2002/07/31,Yes,,07/01/1996,,10,"Does not apply to adoptees.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If a capped child is the only child in the unit, the parent or other caretaker can still receive benefits.",,"Yes, all",,
